At time 0.29: Service-1 Finished, Queue 1 Length: 1000, Queue 2 Length: 0
At time 1135.51: Arrival, Queue 1 Length: 2240, Queue 2 Length: 48
At time 1135.51: Arrival, Queue 1 Length: 2241, Queue 2 Length: 48
At time 1135.53: Service-2 Finished, Queue 1 Length: 2242, Queue 2 Length: 48
At time 1135.54: Service-1 Finished, Queue 1 Length: 2242, Queue 2 Length: 47
At time 1135.55: Service-2 Finished, Queue 1 Length: 2241, Queue 2 Length: 48
At time 1135.64: Arrival, Queue 1 Length: 2241, Queue 2 Length: 47
At time 1135.71: Arrival, Queue 1 Length: 2242, Queue 2 Length: 47
At time 1135.80: Arrival, Queue 1 Length: 2243, Queue 2 Length: 47
At time 1135.94: Service-2 Finished, Queue 1 Length: 2244, Queue 2 Length: 47
At time 1136.01: Arrival, Queue 1 Length: 2244, Queue 2 Length: 46
At time 1136.01: Arrival, Queue 1 Length: 2245, Queue 2 Length: 46
At time 1136.01: Arrival, Queue 1 Length: 2246, Queue 2 Length: 46
At time 1136.15: Arrival, Queue 1 Length: 2247, Queue 2 Length: 46
At time 1136.21: Service-2 Finished, Queue 1 Length: 2248, Queue 2 Length: 46
At time 1136.25: Arrival, Queue 1 Length: 2248, Queue 2 Length: 45
At time 1136.32: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 45
At time 1136.34: Arrival, Queue 1 Length: 2249, Queue 2 Length: 44
At time 1136.36: Arrival, Queue 1 Length: 2250, Queue 2 Length: 44
At time 1136.39: Service-1 Finished, Queue 1 Length: 2251, Queue 2 Length: 44
At time 1136.40: Service-1 Finished, Queue 1 Length: 2250, Queue 2 Length: 45
At time 1136.44: Service-1 Finished, Queue 1 Length: 2249, Queue 2 Length: 46
At time 1136.84: Arrival, Queue 1 Length: 2248, Queue 2 Length: 47
At time 1136.89: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 47
At time 1136.94: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 46
At time 1137.00: Service-1 Finished, Queue 1 Length: 2249, Queue 2 Length: 45
At time 1137.05: Service-2 Finished, Queue 1 Length: 2248, Queue 2 Length: 46
At time 1137.15: Service-2 Finished, Queue 1 Length: 2248, Queue 2 Length: 45
At time 1137.22: Service-2 Finished, Queue 1 Length: 2248, Queue 2 Length: 44
At time 1137.23: Arrival, Queue 1 Length: 2248, Queue 2 Length: 43
At time 1137.45: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 43
At time 1137.50: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 42
At time 1137.54: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 41
At time 1137.54: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 40
At time 1137.62: Service-1 Finished, Queue 1 Length: 2249, Queue 2 Length: 39
At time 1137.69: Service-2 Finished, Queue 1 Length: 2248, Queue 2 Length: 40
At time 1137.85: Arrival, Queue 1 Length: 2248, Queue 2 Length: 39
At time 1137.85: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 39
At time 1137.86: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 38
At time 1138.09: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 37
At time 1138.10: Arrival, Queue 1 Length: 2249, Queue 2 Length: 36
At time 1138.11: Arrival, Queue 1 Length: 2250, Queue 2 Length: 36
At time 1138.13: Service-1 Finished, Queue 1 Length: 2251, Queue 2 Length: 36
At time 1138.20: Service-2 Finished, Queue 1 Length: 2250, Queue 2 Length: 37
At time 1138.23: Arrival, Queue 1 Length: 2250, Queue 2 Length: 36
At time 1138.34: Service-2 Finished, Queue 1 Length: 2251, Queue 2 Length: 36
At time 1138.40: Service-2 Finished, Queue 1 Length: 2251, Queue 2 Length: 35
At time 1138.45: Service-1 Finished, Queue 1 Length: 2251, Queue 2 Length: 34
At time 1138.55: Service-2 Finished, Queue 1 Length: 2250, Queue 2 Length: 35
At time 1138.62: Service-2 Finished, Queue 1 Length: 2250, Queue 2 Length: 34
At time 1138.63: Service-1 Finished, Queue 1 Length: 2250, Queue 2 Length: 33
At time 1138.67: Arrival, Queue 1 Length: 2249, Queue 2 Length: 34
At time 1138.69: Service-2 Finished, Queue 1 Length: 2250, Queue 2 Length: 34
At time 1138.78: Service-1 Finished, Queue 1 Length: 2250, Queue 2 Length: 33
At time 1138.96: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 34
At time 1138.99: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 33
At time 1138.99: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 32
At time 1139.03: Service-2 Finished, Queue 1 Length: 2249, Queue 2 Length: 31
At time 1139.44: Arrival, Queue 1 Length: 2249, Queue 2 Length: 30
At time 1139.45: Arrival, Queue 1 Length: 2250, Queue 2 Length: 30
At time 1139.49: Arrival, Queue 1 Length: 2251, Queue 2 Length: 30
At time 1139.60: Arrival, Queue 1 Length: 2252, Queue 2 Length: 30
At time 1139.67: Arrival, Queue 1 Length: 2253, Queue 2 Length: 30
At time 1139.68: Arrival, Queue 1 Length: 2254, Queue 2 Length: 30
At time 1139.69: Service-1 Finished, Queue 1 Length: 2255, Queue 2 Length: 30
At time 1139.85: Arrival, Queue 1 Length: 2254, Queue 2 Length: 31
At time 1140.09: Service-1 Finished, Queue 1 Length: 2255, Queue 2 Length: 31
At time 1140.14: Service-2 Finished, Queue 1 Length: 2254, Queue 2 Length: 32
At time 1140.18: Arrival, Queue 1 Length: 2254, Queue 2 Length: 31
At time 1140.23: Arrival, Queue 1 Length: 2255, Queue 2 Length: 31
At time 1140.24: Service-1 Finished, Queue 1 Length: 2256, Queue 2 Length: 31
At time 1140.25: Service-1 Finished, Queue 1 Length: 2255, Queue 2 Length: 32
At time 1140.45: Arrival, Queue 1 Length: 2254, Queue 2 Length: 33
At time 1140.51: Service-1 Finished, Queue 1 Length: 2255, Queue 2 Length: 33
At time 1140.67: Service-2 Finished, Queue 1 Length: 2254, Queue 2 Length: 34
At time 1140.68: Arrival, Queue 1 Length: 2254, Queue 2 Length: 33
At time 1140.71: Arrival, Queue 1 Length: 2255, Queue 2 Length: 33
At time 1140.74: Arrival, Queue 1 Length: 2256, Queue 2 Length: 33
At time 1140.74: Service-1 Finished, Queue 1 Length: 2257, Queue 2 Length: 33
At time 1140.76: Arrival, Queue 1 Length: 2256, Queue 2 Length: 34
At time 1141.14: Service-1 Finished, Queue 1 Length: 2257, Queue 2 Length: 34
At time 1141.16: Arrival, Queue 1 Length: 2256, Queue 2 Length: 35
At time 1141.46: Service-1 Finished, Queue 1 Length: 2257, Queue 2 Length: 35
At time 1141.49: Service-1 Finished, Queue 1 Length: 2256, Queue 2 Length: 36
At time 1141.51: Service-2 Finished, Queue 1 Length: 2255, Queue 2 Length: 37
At time 1141.54: Service-1 Finished, Queue 1 Length: 2255, Queue 2 Length: 36
At time 1141.55: Arrival, Queue 1 Length: 2254, Queue 2 Length: 37
At time 1141.61: Arrival, Queue 1 Length: 2255, Queue 2 Length: 37
At time 1141.65: Arrival, Queue 1 Length: 2256, Queue 2 Length: 37
At time 1141.68: Arrival, Queue 1 Length: 2257, Queue 2 Length: 37
At time 1141.70: Arrival, Queue 1 Length: 2258, Queue 2 Length: 37
At time 1141.72: Service-2 Finished, Queue 1 Length: 2259, Queue 2 Length: 37
At time 1141.73: Service-1 Finished, Queue 1 Length: 2259, Queue 2 Length: 36
At time 1141.84: Service-2 Finished, Queue 1 Length: 2258, Queue 2 Length: 37
At time 1141.85: Arrival, Queue 1 Length: 2258, Queue 2 Length: 36
At time 1141.90: Service-1 Finished, Queue 1 Length: 2259, Queue 2 Length: 36
At time 1141.98: Service-2 Finished, Queue 1 Length: 2258, Queue 2 Length: 37
At time 1142.05: Arrival, Queue 1 Length: 2258, Queue 2 Length: 36
At time 1142.13: Service-2 Finished, Queue 1 Length: 2259, Queue 2 Length: 36
At time 1142.19: Arrival, Queue 1 Length: 2259, Queue 2 Length: 35
At time 1142.21: Arrival, Queue 1 Length: 2260, Queue 2 Length: 35
At time 1142.28: Service-1 Finished, Queue 1 Length: 2261, Queue 2 Length: 35
At time 1142.30: Service-1 Finished, Queue 1 Length: 2260, Queue 2 Length: 36
At time 1142.32: Service-2 Finished, Queue 1 Length: 2259, Queue 2 Length: 37
At time 1142.35: Arrival, Queue 1 Length: 2259, Queue 2 Length: 36
At time 1142.39: Arrival, Queue 1 Length: 2260, Queue 2 Length: 36
At time 1142.63: Arrival, Queue 1 Length: 2261, Queue 2 Length: 36
At time 1142.79: Service-2 Finished, Queue 1 Length: 2262, Queue 2 Length: 36
At time 1143.05: Arrival, Queue 1 Length: 2262, Queue 2 Length: 35
At time 1143.13: Arrival, Queue 1 Length: 2263, Queue 2 Length: 35
At time 1143.19: Service-2 Finished, Queue 1 Length: 2264, Queue 2 Length: 35
At time 1143.25: Service-2 Finished, Queue 1 Length: 2264, Queue 2 Length: 34
At time 1143.26: Arrival, Queue 1 Length: 2264, Queue 2 Length: 33
At time 1143.40: Service-2 Finished, Queue 1 Length: 2265, Queue 2 Length: 33
At time 1143.63: Service-2 Finished, Queue 1 Length: 2265, Queue 2 Length: 32
At time 1144.09: Arrival, Queue 1 Length: 2265, Queue 2 Length: 31
At time 1144.11: Service-2 Finished, Queue 1 Length: 2266, Queue 2 Length: 31
At time 1144.30: Arrival, Queue 1 Length: 2266, Queue 2 Length: 30
At time 1144.38: Arrival, Queue 1 Length: 2267, Queue 2 Length: 30
At time 1144.45: Arrival, Queue 1 Length: 2268, Queue 2 Length: 30
At time 1144.51: Service-1 Finished, Queue 1 Length: 2269, Queue 2 Length: 30
At time 1144.56: Arrival, Queue 1 Length: 2268, Queue 2 Length: 31
At time 1144.61: Arrival, Queue 1 Length: 2269, Queue 2 Length: 31
At time 1144.67: Arrival, Queue 1 Length: 2270, Queue 2 Length: 31
At time 1145.15: Service-2 Finished, Queue 1 Length: 2271, Queue 2 Length: 31
At time 1145.19: Service-2 Finished, Queue 1 Length: 2271, Queue 2 Length: 30
At time 1145.41: Arrival, Queue 1 Length: 2271, Queue 2 Length: 29
At time 1145.60: Arrival, Queue 1 Length: 2272, Queue 2 Length: 29
At time 1145.62: Service-1 Finished, Queue 1 Length: 2273, Queue 2 Length: 29
At time 1145.73: Arrival, Queue 1 Length: 2272, Queue 2 Length: 30
At time 1145.84: Arrival, Queue 1 Length: 2273, Queue 2 Length: 30
At time 1145.85: Arrival, Queue 1 Length: 2274, Queue 2 Length: 30
At time 1145.85: Service-1 Finished, Queue 1 Length: 2275, Queue 2 Length: 30
At time 1145.89: Service-2 Finished, Queue 1 Length: 2274, Queue 2 Length: 31
At time 1145.91: Service-1 Finished, Queue 1 Length: 2274, Queue 2 Length: 30
At time 1145.91: Service-2 Finished, Queue 1 Length: 2273, Queue 2 Length: 31
At time 1145.98: Service-2 Finished, Queue 1 Length: 2273, Queue 2 Length: 30
At time 1146.23: Service-1 Finished, Queue 1 Length: 2273, Queue 2 Length: 29
At time 1146.39: Arrival, Queue 1 Length: 2272, Queue 2 Length: 30
At time 1146.49: Service-2 Finished, Queue 1 Length: 2273, Queue 2 Length: 30
At time 1146.49: Arrival, Queue 1 Length: 2273, Queue 2 Length: 29
At time 1146.55: Arrival, Queue 1 Length: 2274, Queue 2 Length: 29
At time 1146.56: Arrival, Queue 1 Length: 2275, Queue 2 Length: 29
At time 1146.58: Service-1 Finished, Queue 1 Length: 2276, Queue 2 Length: 29
At time 1146.66: Arrival, Queue 1 Length: 2275, Queue 2 Length: 30
At time 1146.99: Arrival, Queue 1 Length: 2276, Queue 2 Length: 30
At time 1147.17: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 30
At time 1147.29: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 29
At time 1147.29: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 28
At time 1147.35: Service-1 Finished, Queue 1 Length: 2277, Queue 2 Length: 27
At time 1147.37: Arrival, Queue 1 Length: 2276, Queue 2 Length: 28
At time 1147.37: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 28
At time 1147.48: Service-1 Finished, Queue 1 Length: 2277, Queue 2 Length: 27
At time 1147.50: Service-1 Finished, Queue 1 Length: 2276, Queue 2 Length: 28
At time 1147.56: Service-2 Finished, Queue 1 Length: 2275, Queue 2 Length: 29
At time 1147.59: Service-2 Finished, Queue 1 Length: 2275, Queue 2 Length: 28
At time 1147.61: Service-2 Finished, Queue 1 Length: 2275, Queue 2 Length: 27
At time 1147.62: Service-1 Finished, Queue 1 Length: 2275, Queue 2 Length: 26
At time 1147.65: Arrival, Queue 1 Length: 2274, Queue 2 Length: 27
At time 1147.70: Service-1 Finished, Queue 1 Length: 2275, Queue 2 Length: 27
At time 1147.95: Service-2 Finished, Queue 1 Length: 2274, Queue 2 Length: 28
At time 1147.97: Service-2 Finished, Queue 1 Length: 2274, Queue 2 Length: 27
At time 1148.02: Service-2 Finished, Queue 1 Length: 2274, Queue 2 Length: 26
At time 1148.04: Service-2 Finished, Queue 1 Length: 2274, Queue 2 Length: 25
At time 1148.04: Arrival, Queue 1 Length: 2274, Queue 2 Length: 24
At time 1148.10: Service-2 Finished, Queue 1 Length: 2275, Queue 2 Length: 24
At time 1148.16: Arrival, Queue 1 Length: 2275, Queue 2 Length: 23
At time 1148.25: Service-1 Finished, Queue 1 Length: 2276, Queue 2 Length: 23
At time 1148.30: Service-1 Finished, Queue 1 Length: 2275, Queue 2 Length: 24
At time 1148.52: Service-2 Finished, Queue 1 Length: 2274, Queue 2 Length: 25
At time 1148.63: Arrival, Queue 1 Length: 2274, Queue 2 Length: 24
At time 1148.63: Arrival, Queue 1 Length: 2275, Queue 2 Length: 24
At time 1148.68: Arrival, Queue 1 Length: 2276, Queue 2 Length: 24
At time 1148.69: Arrival, Queue 1 Length: 2277, Queue 2 Length: 24
At time 1148.72: Arrival, Queue 1 Length: 2278, Queue 2 Length: 24
At time 1148.91: Service-1 Finished, Queue 1 Length: 2279, Queue 2 Length: 24
At time 1148.98: Service-2 Finished, Queue 1 Length: 2278, Queue 2 Length: 25
At time 1149.06: Service-2 Finished, Queue 1 Length: 2278, Queue 2 Length: 24
At time 1149.28: Service-1 Finished, Queue 1 Length: 2278, Queue 2 Length: 23
At time 1149.33: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 24
At time 1149.53: Service-1 Finished, Queue 1 Length: 2277, Queue 2 Length: 23
At time 1149.55: Service-1 Finished, Queue 1 Length: 2276, Queue 2 Length: 24
At time 1149.59: Arrival, Queue 1 Length: 2275, Queue 2 Length: 25
At time 1149.59: Arrival, Queue 1 Length: 2276, Queue 2 Length: 25
At time 1149.60: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 25
At time 1149.65: Service-1 Finished, Queue 1 Length: 2277, Queue 2 Length: 24
At time 1149.69: Arrival, Queue 1 Length: 2276, Queue 2 Length: 25
At time 1149.76: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 25
At time 1149.84: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 24
At time 1149.86: Arrival, Queue 1 Length: 2277, Queue 2 Length: 23
At time 1149.87: Arrival, Queue 1 Length: 2278, Queue 2 Length: 23
At time 1149.89: Service-1 Finished, Queue 1 Length: 2279, Queue 2 Length: 23
At time 1149.94: Arrival, Queue 1 Length: 2278, Queue 2 Length: 24
At time 1150.23: Service-1 Finished, Queue 1 Length: 2279, Queue 2 Length: 24
At time 1150.25: Arrival, Queue 1 Length: 2278, Queue 2 Length: 25
At time 1150.44: Service-1 Finished, Queue 1 Length: 2279, Queue 2 Length: 25
At time 1150.52: Arrival, Queue 1 Length: 2278, Queue 2 Length: 26
At time 1150.54: Service-2 Finished, Queue 1 Length: 2279, Queue 2 Length: 26
At time 1150.58: Arrival, Queue 1 Length: 2279, Queue 2 Length: 25
At time 1150.73: Service-1 Finished, Queue 1 Length: 2280, Queue 2 Length: 25
At time 1150.86: Arrival, Queue 1 Length: 2279, Queue 2 Length: 26
At time 1150.93: Arrival, Queue 1 Length: 2280, Queue 2 Length: 26
At time 1151.07: Service-1 Finished, Queue 1 Length: 2281, Queue 2 Length: 26
At time 1151.07: Service-2 Finished, Queue 1 Length: 2280, Queue 2 Length: 27
At time 1151.28: Service-2 Finished, Queue 1 Length: 2280, Queue 2 Length: 26
At time 1151.37: Service-2 Finished, Queue 1 Length: 2280, Queue 2 Length: 25
At time 1151.46: Service-1 Finished, Queue 1 Length: 2280, Queue 2 Length: 24
At time 1151.53: Service-1 Finished, Queue 1 Length: 2279, Queue 2 Length: 25
At time 1151.54: Service-1 Finished, Queue 1 Length: 2278, Queue 2 Length: 26
At time 1151.57: Service-1 Finished, Queue 1 Length: 2277, Queue 2 Length: 27
At time 1151.64: Service-2 Finished, Queue 1 Length: 2276, Queue 2 Length: 28
At time 1151.75: Arrival, Queue 1 Length: 2276, Queue 2 Length: 27
At time 1151.88: Service-2 Finished, Queue 1 Length: 2277, Queue 2 Length: 27
At time 1152.04: Arrival, Queue 1 Length: 2277, Queue 2 Length: 26
At time 1152.09: Arrival, Queue 1 Length: 2278, Queue 2 Length: 26
At time 1152.30: Service-2 Finished, Queue 1 Length: 2279, Queue 2 Length: 26
At time 1152.42: Arrival, Queue 1 Length: 2279, Queue 2 Length: 25
At time 1152.49: Service-2 Finished, Queue 1 Length: 2280, Queue 2 Length: 25
At time 1152.52: Service-1 Finished, Queue 1 Length: 2280, Queue 2 Length: 24
At time 1152.63: Service-1 Finished, Queue 1 Length: 2279, Queue 2 Length: 25
At time 1152.68: Service-2 Finished, Queue 1 Length: 2278, Queue 2 Length: 26
At time 1152.74: Service-1 Finished, Queue 1 Length: 2278, Queue 2 Length: 25
At time 1152.85: Service-1 Finished, Queue 1 Length: 2277, Queue 2 Length: 26
At time 1152.87: Service-1 Finished, Queue 1 Length: 2276, Queue 2 Length: 27
At time 1152.97: Service-1 Finished, Queue 1 Length: 2275, Queue 2 Length: 28
At time 1153.02: Service-2 Finished, Queue 1 Length: 2274, Queue 2 Length: 29
At time 1153.04: Arrival, Queue 1 Length: 2274, Queue 2 Length: 28
At time 1153.12: Arrival, Queue 1 Length: 2275, Queue 2 Length: 28
At time 1153.16: Arrival, Queue 1 Length: 2276, Queue 2 Length: 28
At time 1153.20: Arrival, Queue 1 Length: 2277, Queue 2 Length: 28
At time 1153.31: Arrival, Queue 1 Length: 2278, Queue 2 Length: 28
At time 1153.49: Arrival, Queue 1 Length: 2279, Queue 2 Length: 28
At time 1153.66: Service-2 Finished, Queue 1 Length: 2280, Queue 2 Length: 28
At time 1153.69: Service-1 Finished, Queue 1 Length: 2280, Queue 2 Length: 27
At time 1153.69: Service-1 Finished, Queue 1 Length: 2279, Queue 2 Length: 28
At time 1153.76: Service-2 Finished, Queue 1 Length: 2278, Queue 2 Length: 29
At time 1153.76: Arrival, Queue 1 Length: 2278, Queue 2 Length: 28
At time 1153.82: Service-2 Finished, Queue 1 Length: 2279, Queue 2 Length: 28
At time 1153.95: Service-1 Finished, Queue 1 Length: 2279, Queue 2 Length: 27
At time 1153.95: Arrival, Queue 1 Length: 2278, Queue 2 Length: 28
At time 1153.98: Arrival, Queue 1 Length: 2279, Queue 2 Length: 28
At time 1153.98: Arrival, Queue 1 Length: 2280, Queue 2 Length: 28
At time 1154.00: Arrival, Queue 1 Length: 2281, Queue 2 Length: 28
At time 1154.02: Arrival, Queue 1 Length: 2282, Queue 2 Length: 28
At time 1154.06: Arrival, Queue 1 Length: 2283, Queue 2 Length: 28
At time 1154.06: Service-2 Finished, Queue 1 Length: 2284, Queue 2 Length: 28
At time 1154.08: Service-1 Finished, Queue 1 Length: 2284, Queue 2 Length: 27
At time 1154.09: Service-1 Finished, Queue 1 Length: 2283, Queue 2 Length: 28
At time 1154.16: Arrival, Queue 1 Length: 2282, Queue 2 Length: 29
At time 1154.18: Arrival, Queue 1 Length: 2283, Queue 2 Length: 29
At time 1154.31: Arrival, Queue 1 Length: 2284, Queue 2 Length: 29
At time 1154.44: Arrival, Queue 1 Length: 2285, Queue 2 Length: 29
At time 1154.60: Service-2 Finished, Queue 1 Length: 2286, Queue 2 Length: 29
At time 1154.76: Service-2 Finished, Queue 1 Length: 2286, Queue 2 Length: 28
At time 1154.77: Arrival, Queue 1 Length: 2286, Queue 2 Length: 27
At time 1154.89: Arrival, Queue 1 Length: 2287, Queue 2 Length: 27
At time 1154.97: Arrival, Queue 1 Length: 2288, Queue 2 Length: 27
At time 1155.23: Service-2 Finished, Queue 1 Length: 2289, Queue 2 Length: 27
At time 1155.36: Service-1 Finished, Queue 1 Length: 2289, Queue 2 Length: 26
At time 1155.42: Service-1 Finished, Queue 1 Length: 2288, Queue 2 Length: 27
At time 1155.59: Service-1 Finished, Queue 1 Length: 2287, Queue 2 Length: 28
At time 1155.70: Service-1 Finished, Queue 1 Length: 2286, Queue 2 Length: 29
At time 1155.70: Service-2 Finished, Queue 1 Length: 2285, Queue 2 Length: 30
At time 1155.71: Arrival, Queue 1 Length: 2285, Queue 2 Length: 29
At time 1155.95: Service-2 Finished, Queue 1 Length: 2286, Queue 2 Length: 29
At time 1155.98: Arrival, Queue 1 Length: 2286, Queue 2 Length: 28
At time 1155.99: Arrival, Queue 1 Length: 2287, Queue 2 Length: 28
At time 1156.06: Service-1 Finished, Queue 1 Length: 2288, Queue 2 Length: 28
At time 1156.38: Arrival, Queue 1 Length: 2287, Queue 2 Length: 29
